Station Vel_N(mm/yr) Vel_E(mm/yr) Vel_U(mm/yr) Dur_N Dur_E Dur_U Vel_N_midas(mm/yr) Vel_E_midas(mm/yr) Vel_U_midas(mm/yr) Latitude(deg) Longitude(deg) Height(m) diff_N(mm/yr) diff_E(mm/yr) diff_U(mm/yr)
PED1 2.7 -12.0 -0.4 8.07 8.16 5.11 2.7 -12.1 0.1 29.756 -81.334 -2.5 0.0 0.1 -0.5
PEDR 18.6 0.7 -2.0 9.82 9.81 9.89 17.9 10.2 1.0 -30.839 -70.689 970.4 0.7 -9.5 -3.0
PEEL 8.5 -15.8 -1.0 11.51 11.51 11.51 8.5 -15.9 -0.7 46.606 -63.934 -3.0 0.0 0.1 -0.3
PEFO -7.4 -14.1 -0.1 7.23 7.04 8.61 -7.7 -14.0 -0.3 35.080 -109.796 1780.6 0.3 -0.1 0.2
PEGS 8.4 -15.6 -0.6 11.51 11.51 11.51 8.3 -15.6 -0.4 46.457 -63.328 32.9 0.1 0.0 -0.2
PEI1 -14.7 26.3 -19.1 8.15 8.14 10.36 -13.1 24.1 -26.1 23.294 -239.831 23.0 -1.6 2.2 7.0
PEIN -1.3 -14.1 3.0 7.98 7.97 6.11 0.7 -14.4 2.1 22.801 -238.877 76.6 -2.0 0.3 0.9
PEIO 15.5 21.2 0.9 8.84 15.26 15.26 15.4 21.1 0.9 46.363 -349.324 1612.7 0.1 0.1 0.0
PEJ1 11.7 -2.8 -0.0 12.72 6.62 12.68 10.9 -4.2 0.2 -35.806 -61.895 110.2 0.8 1.4 -0.2
PELB 19.2 15.3 3.0 9.07 12.00 6.46 18.9 15.4 0.2 -33.985 -334.389 100.7 0.3 -0.1 2.8
PELL 20.4 16.0 -2.6 5.92 5.02 5.02 21.2 16.4 -3.0 -35.828 -72.606 102.9 -0.8 -0.4 0.4
PELU 11.3 -2.7 1.1 6.63 6.63 6.63 11.3 -2.7 1.1 -39.503 -62.683 34.7 0.0 0.0 0.0
PEM1 2.6 -16.5 2.7 6.05 6.05 6.05 3.0 -16.6 2.6 45.801 -77.117 107.4 -0.4 0.1 0.1
PEMO 9.0 -16.0 -1.2 11.50 11.50 11.50 9.0 -15.9 -1.1 46.412 -62.708 10.5 0.0 -0.1 -0.1
PEN1 16.4 19.1 -1.8 7.10 7.10 7.10 16.2 19.0 -2.0 41.592 -4.120 814.6 0.2 0.1 0.2
PEN4 3.1 -4.8 0.9 10.39 16.48 8.04 0.6 -4.8 2.7 19.391 -104.101 1491.0 2.5 -0.0 -1.8
PENA 16.6 19.1 -1.1 10.69 12.23 12.23 16.6 19.1 -1.2 41.592 -4.120 812.6 -0.0 0.0 0.1
PENC 14.6 22.2 0.3 22.19 26.64 18.02 14.8 22.1 0.2 47.790 -340.718 291.7 -0.2 0.1 0.1
PENG -2.9 -16.3 -2.8 13.31 13.31 13.31 -2.7 -16.3 -3.5 45.271 -90.850 349.6 -0.2 -0.0 0.7
PENI 16.0 20.0 -0.1 13.26 13.26 13.25 15.9 19.9 -0.6 40.396 -359.641 108.6 0.1 0.1 0.5
PEPE 12.4 -5.1 0.8 17.66 17.66 17.66 12.5 -4.7 0.5 -9.384 -40.506 369.1 -0.1 -0.4 0.3
PEPU -4.8 12.7 -4.7 11.18 5.75 11.15 -1.0 11.9 1.1 24.018 -238.390 36.0 -3.8 0.8 -5.8
PER1 -7.4 -10.5 -5.0 5.39 5.39 5.39 -7.9 -10.3 -4.2 47.982 -122.208 66.3 0.5 -0.2 -0.8
PER2 15.5 2.6 -0.1 10.68 6.89 11.72 14.3 1.9 -0.3 4.792 -75.690 1496.7 1.2 0.7 0.2
PER4 16.6 17.5 -0.4 8.14 8.13 13.47 16.6 17.4 -0.9 49.185 -1.411 87.4 0.0 0.1 0.5
PER5 55.5 18.1 -0.6 14.30 9.48 14.30 55.4 18.0 -0.4 -36.411 -211.590 1753.7 0.1 0.1 -0.2
PERC 12.6 -5.0 -4.1 7.04 5.68 7.04 12.0 -4.8 -3.1 -8.059 -34.950 12.2 0.6 -0.2 -1.0
PERL -8.6 -15.9 -0.5 11.68 12.33 12.34 -8.5 -15.8 0.1 36.902 -116.686 1351.4 -0.1 -0.1 -0.6
PERN 11.3 23.8 -0.7 9.16 4.64 9.16 11.4 23.4 -0.7 42.613 -336.962 769.9 -0.1 0.4 0.0
PERO 12.7 23.5 -1.9 9.34 5.17 9.34 12.7 23.3 -1.4 44.801 -330.725 34.6 0.0 0.2 -0.5
PERP 16.3 20.3 -0.2 15.66 17.12 15.67 16.4 20.2 -0.3 42.689 -357.118 95.9 -0.1 0.1 0.1
PERR 16.3 19.1 1.3 5.80 5.79 12.02 16.6 19.2 -0.4 47.690 -355.764 254.4 -0.3 -0.1 1.7
PERS 16.4 16.4 -0.4 12.23 12.23 12.23 16.3 16.4 -0.6 52.148 -2.041 80.9 0.1 -0.0 0.2
PERT 57.9 38.4 -1.7 24.13 12.75 16.71 57.7 38.5 -2.1 -31.802 -244.115 12.7 0.2 -0.1 0.4
PERX 16.2 19.6 0.8 12.13 12.13 12.13 16.2 19.3 0.8 46.960 -353.544 1134.1 -0.0 0.3 -0.0
PES2 18.4 22.2 0.2 6.21 9.06 7.31 18.5 22.1 1.1 43.893 -347.107 66.9 -0.1 0.1 -0.9
PES3 10.9 21.9 0.9 6.00 6.00 5.10 11.8 22.3 0.8 41.685 -339.560 746.0 -0.9 -0.4 0.1
PESH 12.4 23.2 1.1 4.23 4.23 4.23 12.5 23.3 2.3 41.685 -339.574 709.2 -0.1 -0.1 -1.2
PESO 9.4 -15.6 -1.7 11.01 11.01 11.01 9.3 -15.7 -1.7 46.358 -62.251 22.4 0.1 0.1 -0.0
PET1 18.6 23.5 -1.1 6.10 6.67 6.67 18.6 23.3 -1.3 42.008 -345.139 280.7 0.0 0.2 0.2
PET2 3.0 -16.3 1.3 9.07 9.07 10.92 2.8 -16.4 1.1 44.316 -78.214 179.7 0.2 0.1 0.2
PET3 16.0 16.9 -0.1 14.37 21.23 21.23 16.3 16.7 -0.4 52.584 -0.263 72.9 -0.3 0.2 0.3
PET4 2.5 -16.1 0.1 11.96 11.96 9.48 2.7 -16.1 1.3 44.358 -78.287 207.4 -0.2 0.0 -1.2
PET6 2.6 -16.5 0.0 8.52 8.52 8.52 2.6 -16.5 0.5 44.300 -78.322 171.1 0.0 0.0 -0.5
PETI 9.0 -15.7 -1.1 11.51 11.51 11.51 9.0 -15.7 -1.0 46.233 -63.133 6.7 0.0 -0.0 -0.1
PETO 13.0 23.0 -0.8 7.48 7.48 7.48 13.0 22.8 -0.7 45.418 -336.626 696.7 -0.0 0.2 -0.1
PETP -6.9 -6.7 -5.2 8.56 11.56 10.90 -6.2 -7.2 -1.8 53.067 -201.393 210.3 -0.7 0.5 -3.4
PETS -3.1 -14.2 -6.5 18.83 9.34 9.79 -3.3 -11.4 -5.8 53.023 -201.350 102.0 0.2 -2.8 -0.7
PEVL 16.3 18.5 0.3 6.00 8.35 8.36 16.3 17.9 -0.3 50.504 -356.890 91.8 0.0 0.6 0.6
PEWI 8.4 -15.9 -0.9 11.34 11.34 11.34 8.3 -15.9 -0.7 46.807 -64.147 32.8 0.1 -0.0 -0.2
PEY2 16.6 21.2 -1.3 4.76 6.10 6.10 16.4 19.7 -0.8 43.631 -359.784 295.5 0.2 1.5 -0.5
PEYR 16.5 18.9 -0.7 7.35 7.71 7.71 16.6 18.9 -1.0 43.631 -359.784 294.8 -0.1 0.0 0.3
PFA2 16.0 20.2 0.4 13.21 22.15 13.19 16.1 20.3 -0.1 47.515 -350.215 1090.1 -0.1 -0.1 0.5
PFA3 15.9 20.4 0.7 9.78 9.78 9.78 15.9 20.3 0.8 47.515 -350.215 1090.3 -0.0 0.1 -0.1
PFBP 13.6 8.4 -1.3 4.31 4.31 4.31 13.3 8.2 -0.6 18.038 -67.133 3.7 0.3 0.2 -0.7
PFER 16.4 20.8 -0.4 5.38 9.06 5.39 16.4 20.8 0.1 42.793 -349.705 72.0 -0.0 0.0 -0.5
PFLD -8.9 -8.8 -0.9 10.46 13.34 12.47 -8.6 -9.3 -1.7 47.899 -122.282 160.3 -0.3 0.5 0.8
PFR2 -21.9 -8.5 1.1 12.83 12.83 12.83 -21.5 -8.7 1.6 65.117 -147.433 512.4 -0.4 0.2 -0.5
PFRJ 13.3 4.5 -0.6 9.84 9.84 9.83 14.7 13.4 -3.9 -30.675 -71.635 207.4 -1.4 -8.9 3.3
PFRR -21.9 -8.4 1.2 13.02 13.02 13.02 -21.4 -8.6 0.8 65.117 -147.433 512.4 -0.5 0.2 0.4
PG2R -47.8 -41.0 10.7 11.34 10.01 10.01 -20.5 -34.7 14.4 19.323 -155.194 722.8 -27.3 -6.3 -3.7
PGC5 -8.3 -8.2 0.7 25.20 25.20 19.78 -8.1 -8.4 0.8 48.649 -123.451 3.6 -0.2 0.2 -0.1
PGEN -10.1 -12.0 -4.0 6.75 4.71 12.67 -5.8 -12.6 -5.0 6.065 -234.868 121.1 -4.3 0.6 1.0
PGKH 40.6 0.7 -4.0 8.68 10.87 10.87 40.4 1.0 -2.6 -39.294 -185.986 904.6 0.2 -0.3 -1.4
PGLL 14.6 7.7 6.4 6.16 9.60 9.60 14.5 7.1 7.3 -39.632 -72.345 275.5 0.1 0.6 -0.9
PGNE 40.5 0.5 -3.7 8.76 10.92 10.91 39.7 0.4 -3.8 -39.270 -185.905 962.6 0.8 0.1 0.1
PGNL 11.8 23.3 -2.6 4.99 4.99 4.99 11.8 23.5 -2.8 44.920 -333.023 97.8 -0.0 -0.2 0.2
PHAN 36.7 -78.2 7.8 16.85 19.59 10.99 34.7 -70.7 10.2 19.447 -155.638 3700.7 2.0 -7.5 -2.4
PHIG -11.0 8.9 0.8 12.62 12.62 12.62 -11.2 9.3 1.2 -77.525 -192.950 3126.1 0.2 -0.4 -0.4
PHIN -8.5 -16.0 -0.3 7.52 7.52 7.52 -8.4 -15.8 -0.1 36.980 -117.034 1540.8 -0.1 -0.2 -0.2
PHJX 14.8 -31.4 0.3 8.65 8.65 8.65 14.7 -31.3 0.4 32.490 -115.550 105.4 0.1 -0.1 -0.1
PHLB 3.2 -21.5 -0.9 19.46 19.44 18.51 3.4 -21.6 -0.6 34.925 -117.694 886.2 -0.2 0.1 -0.3
PHPS -3.9 -15.7 -2.3 13.31 7.52 13.31 -3.4 -14.7 -2.5 46.063 -89.079 513.4 -0.5 -1.0 0.2
PIA1 16.4 20.5 -0.3 10.74 10.74 10.74 16.5 20.6 0.1 45.043 -350.310 115.1 -0.1 -0.1 -0.4
PIA2 56.7 18.9 -3.1 15.54 7.54 10.02 56.9 20.8 -1.9 -35.054 -216.672 78.7 -0.2 -1.9 -1.2
PIAA 16.0 21.1 -1.1 14.84 14.84 14.84 16.1 21.0 -1.5 42.235 -351.371 543.4 -0.1 0.1 0.4
PIAC 16.7 20.7 -1.1 7.06 7.04 9.06 16.7 20.7 -1.1 45.043 -350.310 115.3 0.0 0.0 -0.0
PIAN 15.4 21.4 -0.9 7.08 7.08 7.08 15.6 21.4 -0.6 41.495 -350.944 153.1 -0.2 -0.0 -0.3
PIBI 17.3 20.9 0.7 5.70 4.04 5.70 16.6 21.2 0.5 43.128 -347.547 259.0 0.7 -0.3 0.2
PICA -7.7 -13.5 -0.2 11.61 11.61 11.61 -7.6 -13.6 -0.3 32.629 -111.418 591.8 -0.1 0.1 0.1
PICC 15.9 14.6 1.4 11.38 7.30 11.35 16.2 14.3 0.8 -20.490 -69.335 1362.5 -0.3 0.3 0.6
PICL -2.1 -18.2 5.9 22.49 12.21 22.49 -1.9 -18.3 5.4 51.480 -90.162 315.2 -0.2 0.1 0.5
PICO 16.1 21.5 -1.9 7.71 7.70 7.71 16.1 21.5 -1.9 41.473 -350.935 59.4 0.0 0.0 0.0
PICR 12.3 -4.4 0.6 11.23 11.23 11.23 12.4 -4.4 1.3 -10.430 -45.173 443.6 -0.1 0.0 -0.7
PIE1 -6.5 -13.5 -0.1 26.66 26.66 26.66 -6.6 -13.5 0.3 34.302 -108.119 2347.7 0.1 0.0 -0.4
PIED 14.4 11.9 -2.1 13.64 13.64 13.54 14.4 11.7 -2.4 38.414 -28.032 72.1 -0.0 0.2 0.3
PIER 11.5 16.7 0.4 7.62 7.61 7.61 11.4 16.5 0.2 -21.320 -304.574 24.8 0.1 0.2 0.2
PIET 17.3 21.4 0.8 19.17 17.31 19.17 17.1 21.6 0.5 43.451 -347.598 745.5 0.2 -0.2 0.3
PIEV 16.3 21.7 0.6 8.87 8.87 6.32 16.3 21.0 1.6 46.428 -347.627 920.9 -0.0 0.7 -1.0
PIFL 12.6 -4.6 4.4 11.30 5.72 6.34 12.5 -5.1 2.4 -6.788 -43.041 109.5 0.1 0.5 2.0
PIG3 18.0 21.5 0.7 14.05 14.05 14.05 17.5 21.6 -0.2 41.200 -345.820 397.5 0.5 -0.1 0.9
PIGN 16.0 20.2 -0.3 10.39 10.29 10.40 16.1 20.2 -0.6 43.301 -353.771 234.5 -0.1 -0.0 0.3
PIGT -1.7 -14.1 -1.7 8.21 14.52 14.69 -0.1 -14.0 -0.6 36.370 -90.175 55.2 -1.6 -0.1 -1.1
PIIK 22.9 -55.5 0.8 17.76 10.94 18.50 23.9 -54.9 1.7 19.322 -155.564 2308.3 -1.0 -0.6 -0.9
PILA 15.4 20.3 0.7 6.75 6.75 4.91 15.4 20.3 0.0 46.566 -348.094 2141.7 -0.0 0.0 0.7
PILK 37.5 -16.7 3.7 20.60 8.38 20.60 37.3 -18.3 4.5 -43.661 -190.078 1753.4 0.2 1.6 -0.8
PIMA -7.6 -13.2 0.0 9.75 9.75 9.75 -7.5 -13.1 -0.6 32.228 -111.019 713.6 -0.1 -0.1 0.6
PIMI 15.8 20.6 -0.3 10.53 9.55 8.54 14.3 20.6 -0.2 42.936 -359.857 2923.4 1.5 0.0 -0.1
PIMO 5.7 -26.8 1.4 9.39 17.19 26.42 6.1 -28.2 -0.5 14.636 -238.922 95.5 -0.4 1.4 1.9
PIN1 5.5 -27.9 0.3 15.09 26.60 20.83 6.9 -27.9 1.0 33.612 -116.458 1256.2 -1.4 0.0 -0.7
PIN2 6.6 -28.2 0.1 14.29 21.21 14.22 7.0 -28.0 0.8 33.612 -116.458 1258.4 -0.4 -0.2 -0.7
PIN4 15.9 21.0 -0.3 7.46 7.46 7.46 15.9 20.9 -1.4 44.889 -352.653 427.8 -0.0 0.1 1.1
PIN5 18.9 21.3 -0.0 6.19 7.28 7.28 18.8 21.4 -0.6 38.162 -346.686 125.6 0.1 -0.1 0.6
PIN9 41.2 -16.9 -1.6 17.25 15.73 12.68 36.4 -17.3 -1.0 23.319 -238.546 107.7 4.8 0.4 -0.6
PINN 57.5 22.7 -0.3 4.62 4.62 4.62 57.4 22.7 -0.1 -35.261 -219.093 112.8 0.1 0.0 -0.2
PINR -3.0 -16.6 -2.8 18.15 18.15 16.38 -3.1 -16.6 -2.3 46.697 -94.374 371.7 0.1 0.0 -0.5
PINS 13.7 22.0 0.2 14.23 14.22 14.22 13.8 22.0 0.3 52.111 -333.907 180.2 -0.1 0.0 -0.1
PINT -9.5 25.0 -3.7 15.79 11.07 17.25 -8.9 24.5 -3.8 23.756 -239.359 328.1 -0.6 0.5 0.1
PIOB 18.3 22.7 0.8 11.71 13.07 13.07 18.2 22.6 0.5 43.608 -347.474 973.6 0.1 0.1 0.3
PIOT 14.6 20.8 -0.8 6.68 7.13 10.86 14.5 20.8 -0.4 51.392 -340.320 250.6 0.1 -0.0 -0.4
PIPA 18.2 24.5 0.4 18.37 14.84 18.37 18.2 24.4 0.4 39.485 -343.184 479.0 0.0 0.1 0.0
PIRG 12.4 29.7 2.1 4.86 7.34 7.34 12.5 29.7 2.4 40.780 -311.405 1403.5 -0.1 -0.0 -0.3
PIRS 9.4 28.9 1.5 6.88 6.88 6.88 9.1 29.1 1.5 40.562 -310.101 -21.0 0.3 -0.2 -0.0
PIRT 7.8 10.7 -0.4 11.30 6.01 11.30 8.5 10.7 0.8 -81.103 -85.143 1257.0 -0.7 0.0 -1.2
PISR 12.4 -5.4 -2.8 16.19 16.19 10.36 12.3 -5.8 -0.5 -9.031 -42.703 366.8 0.1 0.4 -2.3
PISZ 14.2 21.1 0.3 10.20 10.20 10.20 14.3 20.9 -0.3 53.623 -338.224 161.5 -0.1 0.2 0.6
PIT1 2.8 -15.2 -3.1 8.29 8.30 8.30 2.9 -15.2 -3.0 40.551 -79.697 353.0 -0.1 0.0 -0.1
PITE 12.7 22.9 -1.0 7.58 7.58 7.58 12.7 22.8 -1.7 44.854 -335.121 338.0 0.0 0.1 0.7
PITI 15.7 19.1 1.1 4.68 5.86 7.36 14.8 20.6 1.2 42.634 -348.327 392.0 0.9 -1.5 -0.1
PITM 15.8 17.3 -0.6 17.94 19.61 19.61 15.9 17.6 -1.1 50.993 -356.749 80.7 -0.1 -0.3 0.5
PITN 12.6 -4.1 -1.7 14.61 14.61 14.61 12.4 -4.2 0.4 -5.102 -42.793 68.0 0.2 0.1 -2.1
PITR 15.0 20.7 0.2 14.48 14.48 14.48 14.7 20.9 -0.6 51.402 -340.309 254.8 0.3 -0.2 0.8
PITT 3.4 -13.6 -1.4 4.31 7.29 7.29 3.3 -14.0 -1.2 35.720 -79.177 101.4 0.1 0.4 -0.2
PJZX 17.7 -41.0 0.2 11.21 11.21 11.21 17.9 -41.0 0.7 32.417 -115.884 1335.7 -0.2 -0.0 -0.5
PKBG -7.7 -16.0 -0.8 11.85 11.84 11.85 -7.5 -15.8 -0.8 50.454 -106.281 631.6 -0.2 -0.2 0.0
PKDB 19.4 -36.0 1.8 11.75 18.48 24.33 20.1 -35.5 2.6 35.945 -120.542 589.9 -0.7 -0.5 -0.8
PKDL -8.1 -11.2 -1.8 13.74 13.76 16.64 -8.0 -11.1 -1.3 45.518 -121.564 511.7 -0.1 -0.1 -0.5
PKMU 32.1 -48.3 -1.7 6.43 8.42 8.46 36.9 -54.0 -0.4 19.506 -155.525 3543.7 -4.8 5.7 -1.3
PKN2 -3.8 28.2 -0.4 10.15 6.81 4.89 -4.1 28.5 0.3 0.459 -258.553 37.6 0.3 -0.3 -0.8
PKNO 38.7 -3.1 -1.2 8.68 8.71 14.49 37.9 -6.7 -0.1 -39.805 -184.818 328.3 0.8 3.6 -1.1
PKRD 14.2 -37.7 -0.1 24.97 13.46 24.99 13.8 -37.8 0.8 34.072 -118.233 130.8 0.4 0.1 -0.9
PKRT 25.9 27.1 -12.9 10.14 10.14 13.52 21.6 22.8 -13.2 -2.151 -260.457 31.4 4.3 4.3 0.3
PKTN 2.0 -15.1 -1.3 23.69 23.69 23.69 2.0 -14.7 -1.2 39.045 -83.024 143.2 0.0 -0.4 -0.1
PKVL 55.6 18.8 -0.7 7.92 15.67 6.71 55.9 19.1 -0.9 -37.800 -215.039 67.4 -0.3 -0.3 0.2
PKWD -8.7 -10.7 -6.8 11.35 7.39 7.49 -8.9 -10.9 -1.8 46.600 -121.677 306.7 0.2 0.2 -5.0
PL00 -3.6 29.4 0.1 5.80 5.79 8.19 -2.3 28.5 3.1 24.579 -238.913 1122.8 -1.3 0.9 -3.0
PL01 -13.1 34.4 -3.9 10.46 9.51 10.46 -9.7 34.8 0.1 24.934 -238.286 271.0 -3.4 -0.4 -4.0
PL10 2.7 -15.4 -1.9 13.02 13.02 13.02 2.7 -15.5 -1.6 39.919 -79.785 363.2 -0.0 0.1 -0.3
PL11 3.5 -15.6 -0.9 11.68 11.68 11.68 3.4 -15.6 -0.7 41.770 -77.988 495.6 0.1 -0.0 -0.2
PL12 2.9 -15.2 -1.2 10.38 10.38 10.38 3.0 -15.3 -1.3 41.665 -78.788 608.1 -0.1 0.1 0.1
PLA2 -5.9 29.9 3.8 7.63 7.65 6.26 -5.0 27.0 1.2 24.579 -238.914 1126.4 -0.9 2.9 2.6
PLAB 16.7 17.1 -0.9 9.60 10.77 10.77 16.8 16.9 -1.2 48.512 -4.412 136.9 -0.1 0.2 0.3
PLAC 17.6 24.8 0.6 19.95 19.75 19.95 17.8 24.6 0.9 38.449 -343.562 594.7 -0.2 0.2 -0.3
PLAN 16.2 20.2 -1.3 24.86 24.86 15.84 16.3 20.2 -0.1 41.419 -358.013 320.0 -0.1 -0.0 -1.2
PLAP -5.0 -16.8 -4.4 7.33 7.22 11.96 -4.6 -17.1 -3.3 49.981 -98.304 241.0 -0.4 0.3 -1.1
PLAS 16.9 17.5 -0.5 13.29 13.29 13.29 16.8 17.7 -1.0 42.873 -7.871 614.1 0.1 -0.2 0.5
PLBA 18.7 16.1 0.9 5.11 5.11 5.11 18.9 16.3 1.3 -33.984 -334.389 103.0 -0.2 -0.2 -0.4
PLBB 18.6 16.0 -0.7 6.21 6.21 6.21 18.6 15.9 -0.6 -33.985 -334.389 103.1 -0.0 0.1 -0.1
PLC2 11.1 17.4 -1.4 7.23 7.23 5.79 11.6 17.2 -0.7 -21.209 -304.428 1564.9 -0.5 0.2 -0.7
PLCX 20.7 -43.3 0.9 8.71 8.71 4.50 21.2 -43.0 -0.3 31.255 -116.158 183.0 -0.5 -0.3 1.2
PLEA -4.6 -19.9 0.9 6.56 6.56 6.56 -4.6 -20.1 -1.3 39.336 -119.754 1699.5 -0.0 0.2 2.2
PLEM 16.5 17.0 -0.1 12.90 14.82 18.44 16.5 17.3 0.2 48.171 -2.598 197.3 -0.0 -0.3 -0.3
PLET 18.5 16.0 0.2 13.21 12.99 13.02 18.5 15.9 0.2 -34.055 -336.633 145.6 -0.0 0.1 0.0
PLEV 12.9 23.4 -2.6 6.50 6.50 6.50 12.9 23.2 -1.2 43.417 -335.379 174.5 -0.0 0.2 -1.4
PLGN 16.8 17.3 -2.0 9.07 9.07 9.07 16.8 17.2 -2.1 48.571 -3.724 187.3 0.0 0.1 0.1
PLGR 16.9 18.2 -0.3 14.68 14.68 14.68 16.8 18.1 -0.0 39.291 -7.433 546.4 0.1 0.1 -0.3
PLHA 12.7 8.6 -4.4 5.20 5.20 5.20 11.8 7.6 -5.5 0.022 -78.502 3099.7 0.9 1.0 1.1
PLI1 3.7 -14.6 -3.6 12.10 14.73 8.28 3.5 -15.5 -3.4 40.593 -80.233 199.9 0.2 0.9 -0.2
PLI2 3.0 -15.4 -1.5 14.73 14.73 14.73 3.0 -15.4 -1.3 40.698 -80.108 296.8 -0.0 -0.0 -0.2
PLI3 3.1 -15.5 -1.9 7.05 7.05 7.04 3.3 -15.6 -2.5 40.413 -79.911 213.0 -0.2 0.1 0.6
PLI5 2.8 -15.4 -2.9 14.73 14.73 14.73 3.0 -15.5 -3.0 40.780 -80.393 343.8 -0.2 0.1 0.1
PLI6 2.5 -15.5 -1.7 9.35 9.35 9.35 2.7 -15.4 -2.0 40.381 -78.852 403.9 -0.2 -0.1 0.3
PLI8 2.9 -15.8 -0.7 13.06 13.06 13.06 2.9 -15.9 -0.9 41.200 -78.549 416.1 -0.0 0.1 0.2
PLI9 2.8 -15.6 -1.4 13.16 13.14 13.16 2.8 -15.7 -1.6 41.183 -80.242 317.2 -0.0 0.1 0.2
PLIN -0.8 -16.2 -3.5 15.36 15.36 15.36 -0.7 -16.0 -3.1 43.276 -90.038 221.7 -0.1 -0.2 -0.4
PLMG 16.5 16.9 -2.4 9.02 9.02 9.02 16.4 16.8 -2.6 48.802 -3.156 139.3 0.1 0.1 0.2
PLMN -10.8 -14.1 -0.9 12.85 12.85 17.82 -10.6 -14.3 -0.7 46.734 -117.193 743.0 -0.2 0.2 -0.2
PLMR -6.7 -21.5 1.1 7.10 4.97 7.48 -4.7 -22.3 1.9 61.586 -149.119 81.3 -2.0 0.8 -0.8
PLMV 17.3 20.7 -16.0 9.24 9.24 9.24 17.2 20.6 0.4 45.905 -346.692 85.2 0.1 0.1 -16.4
PLN2 -2.6 -18.9 -0.9 4.79 4.79 4.79 -2.5 -18.9 -0.7 46.342 -93.262 358.0 -0.1 -0.0 -0.2
PLNA -8.9 -14.4 -1.0 12.82 12.82 12.82 -9.0 -14.1 -0.5 44.132 -119.967 1110.2 0.1 -0.3 -0.5
PLND 13.8 23.4 -2.4 5.99 5.99 5.98 13.7 23.1 -2.6 45.230 -338.879 132.4 0.1 0.3 0.2
PLO5 17.5 -39.3 -0.7 10.97 10.67 13.19 17.8 -40.8 -1.9 32.665 -117.243 -22.5 -0.3 1.5 1.2
PLO6 19.8 -40.3 -1.2 13.05 9.35 13.07 20.0 -40.4 -2.4 32.666 -117.243 -22.4 -0.2 0.1 1.2
PLOE 16.7 17.7 -0.4 9.95 17.40 17.43 16.8 17.5 -0.8 47.746 -3.427 73.9 -0.1 0.2 0.4
PLOI 12.3 23.1 -0.2 7.58 7.58 7.58 12.1 23.2 -0.8 44.934 -334.010 223.0 0.2 -0.1 0.6
PLON 14.6 20.8 0.1 10.55 10.55 7.37 14.6 20.8 -1.1 52.621 -339.635 142.7 0.0 -0.0 1.2
PLOU 16.7 16.8 -0.7 7.09 13.76 13.76 16.6 17.1 -0.7 48.796 -3.243 117.7 0.1 -0.3 0.0
PLPK 17.4 -14.9 9.9 16.93 12.80 17.98 17.7 -15.1 8.2 66.898 -34.033 122.3 -0.3 0.2 1.7
PLPX 20.0 -37.8 0.4 11.94 11.94 11.94 19.7 -37.3 0.9 31.589 -115.151 813.5 0.3 -0.5 -0.5
PLS5 -9.8 -14.1 -1.1 15.50 15.50 8.25 -9.8 -14.1 -0.9 47.664 -114.114 974.1 -0.0 -0.0 -0.2
PLS6 -8.6 -14.5 0.0 7.69 7.69 5.40 -9.7 -14.3 -1.4 47.664 -114.114 973.7 1.1 -0.2 1.4
PLSB -3.9 -23.1 -24.4 13.49 18.14 18.15 -4.3 -23.9 -19.5 38.685 -121.763 -7.9 0.4 0.8 -4.9
PLSM 12.7 20.7 0.8 8.56 8.56 8.56 12.6 20.7 1.4 57.390 -333.817 141.2 0.1 0.0 -0.6
PLST 16.5 17.5 -1.0 9.07 9.07 9.07 16.4 17.3 -1.1 48.418 -2.437 156.8 0.1 0.2 0.1
PLTC -5.9 -14.8 -0.7 14.72 16.19 16.19 -5.8 -14.7 -0.3 40.182 -104.726 1502.8 -0.1 -0.1 -0.3
PLTK 2.2 -12.0 -0.8 23.28 23.28 11.69 2.6 -12.1 -0.7 29.663 -81.688 -19.5 -0.4 0.1 -0.1
PLTX 19.4 -39.7 1.8 12.44 12.44 12.44 19.4 -39.6 2.2 31.816 -115.431 236.5 0.0 -0.1 -0.4
PLU1 3.9 -24.1 1.5 9.29 5.54 9.29 5.1 -25.7 0.9 14.535 -238.959 86.5 -1.2 1.6 0.6
PLUM -4.3 -16.8 -1.0 11.96 11.96 11.96 -4.1 -16.7 -0.9 49.187 -97.744 237.6 -0.2 -0.1 -0.1
PLVP 19.3 39.2 -17.1 11.63 11.63 11.63 19.4 39.0 -16.9 -37.149 -73.585 59.0 -0.1 0.2 -0.2
PLZE 15.3 20.1 -0.3 10.01 10.00 10.01 15.4 20.1 -0.9 49.725 -346.649 425.9 -0.1 -0.0 0.6
PLZN 15.6 20.7 -0.5 9.07 9.07 9.07 15.7 20.6 -0.3 49.727 -346.648 425.2 -0.1 0.1 -0.2
PMAC 53.7 18.3 -1.0 7.92 14.79 14.78 53.8 18.7 -0.9 -31.462 -207.102 43.8 -0.1 -0.4 -0.1
PMAR -8.6 -12.4 -0.1 22.31 22.31 15.91 -8.9 -12.2 -1.3 43.991 -121.687 2347.7 0.3 -0.2 1.2
PMAU 35.3 -62.8 -1.1 14.12 14.12 14.12 35.5 -63.3 -1.0 19.677 -155.818 2033.2 -0.2 0.5 -0.1
PMB1 12.7 -4.2 -4.2 19.67 17.73 14.64 12.7 -4.3 -4.4 5.828 -55.145 -29.4 0.0 0.1 0.2
